hit,seq1,seq2,S,N,t,kappa,omega,dN,dN_SE,dS,dS_SE
Os02t0583500-00_Os11t0519100-00,Os02t0583500-00,Os11t0519100-00,262.2,904.8,0.1992,1.6496,0.9507,0.0657,0.0088,0.0691,0.017
Os07t0214600-01_Os07t0214300-01,Os07t0214600-01,Os07t0214300-01,79.4,391.6,0.4421,2.6288,0.3269,0.1094,0.0178,0.3346,0.0793
Os07t0421600-00_Os12t0458100-01,Os07t0421600-00,Os12t0458100-01,327.9,1004.1,2.388,1.7886,0.1875,0.3852,0.0243,2.054,0.9057
Os07t0298400-01_Os05t0103300-01,Os07t0298400-01,Os05t0103300-01,33.4,182.6,1.4089,1.6374,0.2967,0.3437,0.0523,1.1583,0.6735
Os11t0586200-00_Os07t0687200-02,Os11t0586200-00,Os07t0687200-02,81.3,365.7,2.7038,1.2134,0.1116,0.368,0.0392,3.2988,3.9518
Os08t0190100-01_Os08t0189500-01,Os08t0190100-01,Os08t0189500-01,190.5,481.5,0.598,3.0477,0.0831,0.0483,0.0103,0.5811,0.0937
Os06t0641500-00_Os03t0594100-01,Os06t0641500-00,Os03t0594100-01,284.1,1188.9,3.3806,1.7352,0.0906,0.3837,0.0222,4.237,7.3239
Os06t0662225-00_Os06t0655200-01,Os06t0662225-00,Os06t0655200-01,67.2,283.8,0.6631,2.8851,0.1322,0.098,0.0196,0.7409,0.2319
Os06t0132000-00_Os04t0247700-00,Os06t0132000-00,Os04t0247700-00,154.7,664.3,1.3361,2.2897,0.0494,0.096,0.0127,1.9459,0.4962
Os06t0708500-01_Os03t0811600-01,Os06t0708500-01,Os03t0811600-01,132.0,474.0,3.4007,0.8532,0.1173,0.4297,0.0383,3.6619,5.0115
Os12t0431100-01_Os12t0470700-01,Os12t0431100-01,Os12t0470700-01,177.3,1151.7,2.5344,1.4452,0.0971,0.3769,0.0223,3.8835,5.7985
Os10t0328700-01_Os05t0289400-01,Os10t0328700-01,Os05t0289400-01,445.9,1582.1,3.7643,2.4082,0.0697,0.3191,0.0171,4.575,9.1637
Os06t0325900-00_Os08t0105400-00,Os06t0325900-00,Os08t0105400-00,414.5,1175.5,1.0048,2.6192,0.2575,0.1912,0.0142,0.7425,0.0824
Os03t0752800-02_Os06t0162800-01,Os03t0752800-02,Os06t0162800-01,134.7,537.3,3.2747,0.9984,0.1206,0.4435,0.0371,3.6772,5.0619
Os11t0115400-00_Os11t0116000-01,Os11t0115400-00,Os11t0116000-01,50.4,297.6,2.0754,1.6212,0.106,0.3115,0.0385,2.9395,3.1316
Os01t0343200-01_Os05t0155601-00,Os01t0343200-01,Os05t0155601-00,407.6,1185.4,1.1167,2.2082,0.2755,0.2225,0.0155,0.8077,0.0835
Os08t0326400-01_Os09t0507800-01,Os08t0326400-01,Os09t0507800-01,140.8,633.2,0.2399,2.399,0.0,-0.0,0.0,0.4395,0.0786
Os08t0230200-01_Os04t0606500-01,Os08t0230200-01,Os04t0606500-01,383.7,1062.3,0.8357,2.5497,0.1262,0.0982,0.0101,0.7779,0.0834
Os03t0428700-01_Os03t0156300-00,Os03t0428700-01,Os03t0156300-00,87.0,633.0,1.6961,1.4927,0.0546,0.1828,0.0187,3.3493,4.0839
Os05t0172500-01_Os05t0172100-01,Os05t0172500-01,Os05t0172100-01,269.1,864.9,1.0972,1.7705,0.8378,0.3497,0.0244,0.4174,0.0535
Os10t0439924-01_Os07t0218700-01,Os10t0439924-01,Os07t0218700-01,345.2,1199.8,1.1739,1.4734,0.3043,0.259,0.0169,0.8511,0.0966
Os03t0314800-01_Os02t0529400-01,Os03t0314800-01,Os02t0529400-01,422.2,1392.8,3.034,1.0026,0.0989,0.3242,0.0182,3.2777,1.6867
Os08t0202400-01_Os08t0205150-01,Os08t0202400-01,Os08t0205150-01,699.3,2033.7,1.7901,1.9248,0.348,0.4033,0.0177,1.159,0.1331
Os08t0190100-01_Os08t0189400-01,Os08t0190100-01,Os08t0189400-01,183.8,488.2,0.7869,2.572,0.0713,0.0575,0.0112,0.8062,0.1566
Os09t0441000-00_Os03t0605300-01,Os09t0441000-00,Os03t0605300-01,314.8,1941.2,2.737,1.5008,0.0836,0.3608,0.0166,4.3139,7.7065
Os02t0800600-01_Os02t0800800-01,Os02t0800600-01,Os02t0800800-01,51.4,107.6,-0.0,4.6,99.0,-0.0,0.0,-0.0,0.0
Os11t0549300-00_Os07t0538400-01,Os11t0549300-00,Os07t0538400-01,250.4,769.6,2.4234,1.8725,0.1553,0.346,0.0257,2.2273,0.5579
Os04t0473400-01_Os02t0591700-01,Os04t0473400-01,Os02t0591700-01,109.4,547.6,0.355,1.4001,0.1088,0.05,0.0098,0.4601,0.0966
Os05t0108100-01_Os06t0727800-00,Os05t0108100-01,Os06t0727800-00,275.0,847.0,3.1608,1.7543,0.1521,0.4453,0.0295,2.9272,1.3189
Os12t0635500-01_Os01t0875800-01,Os12t0635500-01,Os01t0875800-01,146.6,993.4,2.4719,1.8749,0.1052,0.3935,0.0248,3.7408,5.2781
Os09t0478500-01_Os04t0546300-01,Os09t0478500-01,Os04t0546300-01,384.2,1337.8,3.7303,1.1093,0.0714,0.3188,0.0184,4.4633,8.5091
Os11t0686500-01_Os11t0684700-01,Os11t0686500-01,Os11t0684700-01,800.1,2166.9,0.5533,2.3672,0.4074,0.1325,0.0084,0.3251,0.0255
Os12t0121100-01_Os03t0274800-01,Os12t0121100-01,Os03t0274800-01,240.4,752.6,2.772,1.4536,0.1434,0.3777,0.0276,2.6343,0.9627
Os10t0162856-00_Os10t0158400-00,Os10t0162856-00,Os10t0158400-00,355.5,838.5,0.2549,5.4317,0.1587,0.033,0.0064,0.2076,0.0289
Os12t0140700-01_Os12t0140200-00,Os12t0140700-01,Os12t0140200-00,126.1,464.9,0.041,1.3019,0.448,0.0108,0.0049,0.0242,0.014
Os01t0689800-01_Os08t0487900-01,Os01t0689800-01,Os08t0487900-01,250.1,811.9,2.1856,1.0491,0.205,0.3807,0.0267,1.8574,0.3489
Os01t0329000-01_Os03t0832800-02,Os01t0329000-01,Os03t0832800-02,207.4,1382.6,0.6671,3.047,0.1568,0.1307,0.0104,0.8336,0.1412
Os03t0336400-01_Os03t0155500-00,Os03t0336400-01,Os03t0155500-00,91.2,625.8,2.1155,0.9916,0.093,0.3149,0.0267,3.3845,4.1787
Os05t0532300-00_Os09t0502900-00,Os05t0532300-00,Os09t0502900-00,364.9,1039.1,1.4228,2.6992,0.5248,0.3839,0.024,0.7316,0.089
Os11t0126100-01_Os11t0129000-00,Os11t0126100-01,Os11t0129000-00,438.8,971.2,0.0214,4.6,0.2995,0.0041,0.0021,0.0138,0.0056
Os08t0363000-01_Os03t0113200-01,Os08t0363000-01,Os03t0113200-01,319.6,943.4,1.0729,2.2201,0.4358,0.2694,0.0196,0.6181,0.0717
Os03t0150600-01_Os06t0324800-01,Os03t0150600-01,Os06t0324800-01,167.5,1389.5,32.8503,1.6054,0.0034,0.3337,0.0186,99.0,0.0
Os01t0648500-01_Os05t0347000-01,Os01t0648500-01,Os05t0347000-01,144.8,443.2,0.4761,1.2066,0.2237,0.0856,0.0145,0.3826,0.0714
Os05t0495700-01_Os01t0939600-01,Os05t0495700-01,Os01t0939600-01,322.0,1046.0,1.4215,1.2502,0.0731,0.119,0.0113,1.6268,0.3068
Os09t0561600-01_Os02t0807800-01,Os09t0561600-01,Os02t0807800-01,491.6,1530.4,1.1147,1.7955,0.4698,0.2916,0.0162,0.6206,0.0547
Os10t0513400-00_Os10t0515200-01,Os10t0513400-00,Os10t0515200-01,189.8,1367.2,1.2286,2.0137,0.0791,0.1692,0.0122,2.1404,0.5735
Os03t0220100-01_Os05t0568000-02,Os03t0220100-01,Os05t0568000-02,147.8,1334.2,1.7402,0.9256,0.0612,0.2292,0.0148,3.747,5.2999
Os03t0773000-01_Os07t0133500-01,Os03t0773000-01,Os07t0133500-01,161.5,1143.5,1.8484,2.3268,0.0432,0.1647,0.0131,3.8132,5.5359
Os03t0155300-00_Os10t0439200-00,Os03t0155300-00,Os10t0439200-00,88.7,643.3,1.5996,0.9263,0.0997,0.2546,0.0228,2.5534,1.4266
Os02t0577700-00_Os02t0755500-01,Os02t0577700-00,Os02t0755500-01,202.3,1204.7,1.9762,1.4177,0.1522,0.3658,0.0213,2.403,0.7779
Os04t0556300-01_Os11t0284900-01,Os04t0556300-01,Os11t0284900-01,79.5,352.5,2.3454,0.8185,0.0663,0.2175,0.028,3.2822,3.9092
Os08t0561900-01_Os04t0228400-01,Os08t0561900-01,Os04t0228400-01,104.4,675.6,2.5379,1.2124,0.1257,0.4381,0.0326,3.4861,4.4656
Os09t0420000-00_Os09t0420100-01,Os09t0420000-00,Os09t0420100-01,130.4,745.6,0.7358,2.5376,0.1842,0.1478,0.0152,0.8024,0.1682
Os02t0599500-00_Os02t0609400-01,Os02t0599500-00,Os02t0609400-01,95.5,348.5,0.2656,1.6317,0.9321,0.0872,0.0165,0.0935,0.0332
Os04t0375750-00_Os02t0255400-00,Os04t0375750-00,Os02t0255400-00,189.9,632.1,0.0518,3.6989,0.3958,0.0128,0.0045,0.0323,0.0132
Os02t0267700-00_Os03t0156300-00,Os02t0267700-00,Os03t0156300-00,111.0,603.0,2.3839,1.2965,0.0822,0.2905,0.0257,3.5324,4.6033
Os08t0553100-00_Os08t0551366-00,Os08t0553100-00,Os08t0551366-00,185.1,510.9,1.4167,2.9833,0.4282,0.3485,0.0321,0.8138,0.1388
Os03t0830500-01_Os04t0461600-01,Os03t0830500-01,Os04t0461600-01,41.4,378.6,1.6997,1.1723,0.1158,0.3234,0.035,2.7919,2.8493
Os11t0598200-01_Os11t0579300-01,Os11t0598200-01,Os11t0579300-01,123.2,341.8,0.013,2.0671,99.0,0.0059,0.0042,-0.0,0.0
Os11t0161000-01_Os11t0161800-00,Os11t0161000-01,Os11t0161800-00,343.3,1054.7,1.7442,1.9094,0.2968,0.3676,0.0229,1.2384,0.1375
Os02t0184700-00_Os02t0185500-00,Os02t0184700-00,Os02t0185500-00,291.7,1160.3,1.2996,2.2214,0.1742,0.2219,0.0156,1.2737,0.1951
Os12t0552500-01_Os07t0673400-01,Os12t0552500-01,Os07t0673400-01,84.8,404.2,1.7545,1.0691,0.135,0.277,0.0304,2.0513,0.7657
Os04t0247700-00_Os08t0284500-00,Os04t0247700-00,Os08t0284500-00,154.4,664.6,0.4709,1.9596,0.1164,0.0645,0.0102,0.5546,0.1007
Os08t0552000-00_Os08t0551500-00,Os08t0552000-00,Os08t0551500-00,191.6,498.4,0.9577,4.3491,0.5825,0.2663,0.0272,0.4571,0.0713
Os01t0227800-01_Os01t0227700-01,Os01t0227800-01,Os01t0227700-01,312.3,1268.7,0.7217,3.1445,0.2044,0.136,0.0111,0.6654,0.0864
Os07t0134101-00_Os06t0556101-00,Os07t0134101-00,Os06t0556101-00,164.5,459.5,1.068,0.6505,0.9202,0.348,0.0341,0.3782,0.0601
Os08t0224500-01_Os03t0397600-00,Os08t0224500-01,Os03t0397600-00,144.2,1307.8,2.0122,1.8989,0.0895,0.3336,0.0192,3.7284,5.2353
Os11t0599500-00_Os07t0202100-01,Os11t0599500-00,Os07t0202100-01,519.3,1319.7,3.2789,1.5293,0.0598,0.201,0.0138,3.3598,9.9491
Os10t0189600-02_Os03t0252800-01,Os10t0189600-02,Os03t0252800-01,397.9,1045.1,0.9923,3.9927,0.0802,0.0794,0.0091,0.991,0.1315
Os07t0161600-01_Os04t0560600-01,Os07t0161600-01,Os04t0560600-01,353.2,1239.8,2.4192,1.3075,0.1835,0.406,0.0227,2.2121,0.4607
Os09t0405400-00_Os09t0406400-00,Os09t0405400-00,Os09t0406400-00,143.8,258.2,0.015,4.6,0.556,0.0039,0.0039,0.007,0.007
Os12t0561900-01_Os03t0702000-01,Os12t0561900-01,Os03t0702000-01,233.1,1116.9,1.5336,1.6976,0.1678,0.2754,0.0182,1.6411,0.2874
Os11t0173800-01_Os11t0172150-00,Os11t0173800-01,Os11t0172150-00,794.7,2238.3,1.4113,2.3647,0.2872,0.2851,0.0132,0.9926,0.1005
Os07t0117400-01_Os07t0118000-00,Os07t0117400-01,Os07t0118000-00,356.0,1066.0,0.5405,2.4501,0.5521,0.1497,0.0129,0.2712,0.033
Os02t0291400-00_Os10t0564800-01,Os02t0291400-00,Os10t0564800-01,160.4,478.6,2.1734,2.2333,0.1917,0.3519,0.033,1.8358,0.424
Os11t0681400-00_Os06t0496800-01,Os11t0681400-00,Os06t0496800-01,277.6,994.4,4.0311,1.2836,0.1281,0.5407,0.0318,4.2197,7.2408
Os04t0373400-01_Os01t0684900-01,Os04t0373400-01,Os01t0684900-01,392.6,1056.4,2.314,1.7849,0.278,0.4528,0.0267,1.6285,0.2846
Os11t0456300-01_Os02t0101600-00,Os11t0456300-01,Os02t0101600-00,77.2,393.8,2.5875,1.0463,0.1204,0.3925,0.0394,3.2598,3.8527
Os02t0755500-01_Os02t0578300-01,Os02t0755500-01,Os02t0578300-01,186.7,1244.3,2.4727,1.6031,0.0899,0.3551,0.0205,3.9503,6.1741
Os03t0401300-01_Os04t0249500-00,Os03t0401300-01,Os04t0249500-00,495.0,1911.0,3.7786,1.0896,0.0817,0.3804,0.0174,4.6535,9.6536
Os07t0549900-00_Os09t0553100-00,Os07t0549900-00,Os09t0553100-00,21.9,287.1,0.5114,4.6,0.003,0.007,0.005,2.3145,2.1103
Os03t0793600-00_Os03t0160600-01,Os03t0793600-00,Os03t0160600-01,403.7,1285.3,2.6407,1.7937,0.0842,0.2445,0.0158,2.9039,1.0558
Os01t0943900-01_Os01t0943000-01,Os01t0943900-01,Os01t0943000-01,126.6,257.4,-0.0,4.6,99.0,-0.0,0.0,-0.0,0.0
Os09t0405400-00_Os09t0406500-00,Os09t0405400-00,Os09t0406500-00,143.8,258.2,0.015,4.6,0.556,0.0039,0.0039,0.007,0.007
Os05t0431700-01_Os01t0871600-01,Os05t0431700-01,Os01t0871600-01,194.7,1407.3,2.7972,1.7002,0.0396,0.2362,0.0147,5.9633,88.1102
Os07t0564100-01_Os07t0510500-01,Os07t0564100-01,Os07t0510500-01,198.3,1223.7,1.3185,1.3636,0.1919,0.2769,0.0175,1.4432,0.2334
Os04t0590283-00_Os11t0577675-00,Os04t0590283-00,Os11t0577675-00,95.3,228.7,0.0093,4.6,99.0,0.0044,0.0044,-0.0,0.0
Os11t0114900-01_Os11t0115350-01,Os11t0114900-01,Os11t0115350-01,37.9,310.1,1.7265,2.0491,0.1149,0.3132,0.0379,2.7252,2.7308
Os01t0859500-01_Os05t0443900-01,Os01t0859500-01,Os05t0443900-01,341.7,1110.3,1.1285,1.8381,0.1458,0.1581,0.013,1.0848,0.156
Os10t0130132-00_Os10t0130066-00,Os10t0130132-00,Os10t0130066-00,88.8,463.2,0.2469,7.1018,0.2437,0.0549,0.0112,0.2253,0.0619
Os06t0662900-00_Os04t0328900-00,Os06t0662900-00,Os04t0328900-00,79.2,271.8,0.6346,5.4354,0.1728,0.1017,0.0204,0.5885,0.1669
Os02t0696500-01_Os10t0577500-01,Os02t0696500-01,Os10t0577500-01,124.3,838.7,2.1847,0.9072,0.083,0.3002,0.0223,3.617,4.8656
Os12t0178500-00_Os01t0605700-01,Os12t0178500-00,Os01t0605700-01,88.2,505.8,1.31,3.9318,0.1685,0.252,0.0257,1.4954,0.3734
Os10t0528300-01_Os10t0530200-01,Os10t0528300-01,Os10t0530200-01,104.3,600.7,1.1174,1.7517,0.1979,0.2328,0.0223,1.1765,0.355
Os01t0279400-01_Os12t0133100-02,Os01t0279400-01,Os12t0133100-02,392.6,1089.4,2.193,1.2401,0.2148,0.3714,0.0226,1.7289,0.237
Os08t0403300-00_Os03t0383900-01,Os08t0403300-00,Os03t0383900-01,48.9,398.1,1.648,1.3052,0.0887,0.2588,0.0293,2.9168,3.0864
Os09t0500300-01_Os08t0524100-01,Os09t0500300-01,Os08t0524100-01,790.7,2107.3,0.9881,2.588,0.2009,0.1579,0.0095,0.7863,0.0634
Os03t0157000-00_Os01t0653700-02,Os03t0157000-00,Os01t0653700-02,432.5,1193.5,1.2511,2.1122,0.418,0.3043,0.0189,0.7281,0.0757
Os01t0128100-01_Os04t0636400-01,Os01t0128100-01,Os04t0636400-01,195.5,674.5,2.6452,1.4412,0.2057,0.4721,0.0345,2.2951,0.6888
Os06t0720700-01_Os06t0722700-01,Os06t0720700-01,Os06t0722700-01,350.5,1113.5,0.031,4.4747,0.864,0.01,0.003,0.0115,0.0058
Os06t0642600-00_Os01t0377000-01,Os06t0642600-00,Os01t0377000-01,232.7,1258.3,1.9902,1.2198,0.1351,0.3319,0.0195,2.456,0.7767
Os06t0661900-01_Os02t0175500-01,Os06t0661900-01,Os02t0175500-01,300.4,842.6,0.8654,2.6269,0.1299,0.1045,0.0118,0.8045,0.1119
Os10t0505500-01_Os10t0504650-00,Os10t0505500-01,Os10t0504650-00,53.3,222.7,0.6094,11.2217,0.249,0.1284,0.0261,0.5154,0.1659
Os01t0326300-01_Os01t0327400-01,Os01t0326300-01,Os01t0327400-01,87.7,746.3,1.7635,1.744,0.0782,0.2625,0.0216,3.3556,4.1007
Os02t0765600-01_Os02t0765400-00,Os02t0765600-01,Os02t0765400-00,133.2,1168.8,0.1989,3.0281,0.0652,0.0269,0.0049,0.4122,0.0787
Os07t0131375-00_Os03t0258000-01,Os07t0131375-00,Os03t0258000-01,401.3,1017.7,1.7918,2.8786,0.2298,0.3066,0.0207,1.3344,0.1433
Os01t0274500-00_Os06t0718100-01,Os01t0274500-00,Os06t0718100-01,90.8,611.2,1.4217,1.0718,0.1174,0.2403,0.0226,2.0461,0.7352
Os05t0391300-00_Os08t0504200-00,Os05t0391300-00,Os08t0504200-00,137.1,681.9,2.0923,1.467,0.026,0.0958,0.0125,3.6904,5.106
Os07t0684800-01_Os03t0327100-01,Os07t0684800-01,Os03t0327100-01,95.8,780.2,1.2307,0.8471,0.1591,0.26,0.0211,1.6342,0.5067
Os06t0138700-01_Os03t0217200-01,Os06t0138700-01,Os03t0217200-01,340.6,970.4,1.5162,2.2464,0.4393,0.3795,0.0246,0.8639,0.1121
Os01t0558100-01_Os10t0529400-01,Os01t0558100-01,Os10t0529400-01,87.8,617.2,1.5446,2.1437,0.1726,0.3223,0.0272,1.8678,0.5966
Os03t0140100-01_Os03t0139600-00,Os03t0140100-01,Os03t0139600-00,239.6,1263.4,1.154,3.0066,0.0956,0.1534,0.012,1.6041,0.5011
Os05t0232500-01_Os01t0232500-01,Os05t0232500-01,Os01t0232500-01,355.0,1028.0,1.3025,2.1512,0.285,0.2641,0.0186,0.9267,0.1131
Os06t0641500-00_Os03t0593600-00,Os06t0641500-00,Os03t0593600-00,256.6,1213.4,3.0866,2.0911,0.0881,0.3666,0.0213,4.1606,6.9631
Os04t0504000-01_Os07t0484800-01,Os04t0504000-01,Os07t0484800-01,128.7,324.3,2.4814,2.7611,0.1054,0.2425,0.0313,2.3009,0.8555
Os12t0163700-01_Os10t0510000-01,Os12t0163700-01,Os10t0510000-01,215.9,864.1,2.478,1.5348,0.0062,0.025,0.0054,4.0312,6.3922
Os01t0755600-01_Os03t0834300-00,Os01t0755600-01,Os03t0834300-00,102.9,260.1,0.0503,4.6,0.3915,0.0116,0.0067,0.0297,0.0173
Os01t0369700-01_Os05t0148900-01,Os01t0369700-01,Os05t0148900-01,90.4,500.6,1.6973,2.1801,0.1528,0.306,0.0293,2.0031,1.6857
Os09t0406300-00_Os09t0406400-00,Os09t0406300-00,Os09t0406400-00,142.7,259.3,0.0606,2.9652,2.4066,0.0255,0.0101,0.0106,0.0087
Os06t0718100-01_Os10t0439200-00,Os06t0718100-01,Os10t0439200-00,84.1,650.9,1.7422,1.7193,0.0681,0.2265,0.0211,3.3237,4.0163
Os07t0126500-00_Os07t0126100-00,Os07t0126500-00,Os07t0126100-00,47.5,468.5,-0.0,4.6,99.0,-0.0,0.0,-0.0,0.0
Os04t0603000-00_Os08t0241600-01,Os04t0603000-00,Os08t0241600-01,248.6,726.4,0.7224,2.0874,0.2562,0.1384,0.0149,0.5401,0.0701
Os06t0228500-01_Os04t0460300-01,Os06t0228500-01,Os04t0460300-01,187.8,1006.2,2.6449,2.1557,0.0798,0.3133,0.0211,3.9266,5.9655
Os01t0248900-01_Os02t0267200-00,Os01t0248900-01,Os02t0267200-00,86.3,663.7,1.9628,1.777,0.0911,0.3045,0.0254,3.3436,4.0687
Os04t0329200-00_Os04t0328900-00,Os04t0329200-00,Os04t0328900-00,86.2,264.8,0.5967,2.5029,0.1634,0.0881,0.0191,0.5392,0.1367
Os08t0534350-00_Os02t0306100-00,Os08t0534350-00,Os02t0306100-00,90.8,245.2,0.009,4.6,99.0,0.0041,0.0041,-0.0,0.0
Os09t0406300-00_Os09t0406500-00,Os09t0406300-00,Os09t0406500-00,142.7,259.3,0.0606,2.9652,2.4066,0.0255,0.0101,0.0106,0.0087
Os12t0612700-01_Os03t0109400-02,Os12t0612700-01,Os03t0109400-02,663.8,1850.2,2.3071,1.66,0.1336,0.2835,0.0144,2.1222,0.6441
Os11t0159900-00_Os08t0551366-00,Os11t0159900-00,Os08t0551366-00,187.9,517.1,1.4857,2.4575,0.2627,0.2833,0.0275,1.0784,0.2397
Os07t0186400-01_Os03t0799600-02,Os07t0186400-01,Os03t0799600-02,158.7,492.3,0.8862,1.936,0.1593,0.1292,0.0174,0.811,0.1416
Os07t0125500-01_Os07t0125600-02,Os07t0125500-01,Os07t0125600-02,61.7,439.3,1.6314,1.5601,0.1501,0.3204,0.0322,2.1346,0.9985
Os07t0212400-01_Os08t0367300-00,Os07t0212400-01,Os08t0367300-00,561.7,1493.3,0.0309,5.2961,0.9389,0.0101,0.0026,0.0108,0.0044
Os02t0723600-00_Os03t0295400-01,Os02t0723600-00,Os03t0295400-01,215.3,678.7,0.2823,1.7704,0.2386,0.0532,0.0091,0.223,0.0386
Os07t0175900-01_Os03t0793600-00,Os07t0175900-01,Os03t0793600-00,418.5,1276.5,1.0705,2.5427,0.1248,0.1306,0.0109,1.0467,0.1484
Os01t0832000-01_Os12t0105500-01,Os01t0832000-01,Os12t0105500-01,197.5,519.5,1.8722,1.8317,0.182,0.2789,0.027,1.532,0.4231
Os11t0218000-01_Os12t0194600-01,Os11t0218000-01,Os12t0194600-01,261.9,794.1,1.0315,1.9464,0.2362,0.1908,0.0172,0.8079,0.1133
Os03t0823000-01_Os12t0574700-00,Os03t0823000-01,Os12t0574700-00,263.6,1761.4,2.6337,1.4546,0.0917,0.3835,0.0183,4.1809,7.0572
Os08t0245200-01_Os06t0656500-01,Os08t0245200-01,Os06t0656500-01,277.7,1375.3,2.6806,1.3435,0.0526,0.2219,0.0143,4.2199,7.2415
Os06t0662900-00_Os04t0317400-00,Os06t0662900-00,Os04t0317400-00,78.1,272.9,0.4705,8.649,0.1027,0.0533,0.0144,0.5185,0.1425
Os01t0284500-01_Os03t0693700-01,Os01t0284500-01,Os03t0693700-01,82.1,565.9,2.2267,0.9883,0.1121,0.3705,0.0314,3.3056,3.9692
Os02t0521366-00_Os07t0525300-00,Os02t0521366-00,Os07t0525300-00,368.4,1275.6,0.0073,4.6,0.2881,0.0016,0.0011,0.0054,0.0039
Os07t0245200-01_Os08t0107300-00,Os07t0245200-01,Os08t0107300-00,314.5,927.5,3.2751,1.4678,0.1549,0.4584,0.0288,2.959,1.2856
Os02t0811650-00_Os02t0811501-00,Os02t0811650-00,Os02t0811501-00,49.6,109.4,0.2853,7.713,2.8791,0.1194,0.0355,0.0415,0.0295
Os10t0557133-00_Os08t0284500-00,Os10t0557133-00,Os08t0284500-00,150.3,668.7,0.4576,1.6413,0.0758,0.0471,0.0086,0.6215,0.1157
Os02t0157200-00_Os02t0156200-00,Os02t0157200-00,Os02t0156200-00,565.8,1552.2,1.6595,2.2326,0.3428,0.3658,0.0189,1.0671,0.1306
Os05t0574300-00_Os01t0153100-00,Os05t0574300-00,Os01t0153100-00,38.6,414.4,0.1554,0.8001,0.0402,0.0171,0.0065,0.4249,0.1731
Os03t0214000-01_Os09t0506000-01,Os03t0214000-01,Os09t0506000-01,397.6,1444.4,1.8387,0.8978,0.1635,0.2912,0.0166,1.7814,0.3845
Os12t0163000-00_Os06t0188000-01,Os12t0163000-00,Os06t0188000-01,101.8,429.2,2.6856,2.3343,0.0823,0.2852,0.0303,3.4672,4.4107
Os04t0634700-01_Os08t0178700-01,Os04t0634700-01,Os08t0178700-01,384.4,1112.6,0.8214,2.2173,0.1624,0.1178,0.0109,0.7254,0.0818
Os12t0598600-00_Os12t0484375-00,Os12t0598600-00,Os12t0484375-00,198.0,624.0,0.2178,5.3049,0.1197,0.0262,0.0066,0.2189,0.0404
Os01t0863300-01_Os05t0442400-01,Os01t0863300-01,Os05t0442400-01,65.2,378.8,1.3057,4.0382,0.0686,0.1453,0.0212,2.1196,0.9528
Os11t0194400-01_Os11t0193800-01,Os11t0194400-01,Os11t0193800-01,153.9,530.1,0.0672,2.571,0.3242,0.0153,0.0054,0.047,0.018
Os10t0431900-02_Os06t0168800-01,Os10t0431900-02,Os06t0168800-01,242.9,864.1,66.185,0.9792,0.0043,0.4306,0.0285,99.0,0.0
Os08t0544400-01_Os07t0522500-01,Os08t0544400-01,Os07t0522500-01,384.6,1040.4,3.502,1.9411,0.1373,0.433,0.0261,3.1541,6.6699
Os11t0172150-00_Os11t0173900-00,Os11t0172150-00,Os11t0173900-00,792.5,2240.5,1.2817,2.4316,0.328,0.2783,0.013,0.8484,0.0753
Os07t0283050-00_Os07t0130800-01,Os07t0283050-00,Os07t0130800-01,528.0,1464.0,2.4284,2.4315,0.1366,0.3025,0.017,2.2152,1.3005
Os01t0805900-01_Os03t0105600-01,Os01t0805900-01,Os03t0105600-01,193.9,1144.1,43.1113,1.1834,0.0003,0.0313,0.0053,99.0,0.0
Os12t0611500-00_Os10t0332733-00,Os12t0611500-00,Os10t0332733-00,163.3,499.7,0.2094,7.0856,0.1386,0.0276,0.0076,0.199,0.0414
Os06t0233200-01_Os02t0743100-00,Os06t0233200-01,Os02t0743100-00,288.6,899.4,1.3385,2.0148,0.1727,0.2062,0.0169,1.1941,0.2045
Os11t0456300-01_Os09t0273800-01,Os11t0456300-01,Os09t0273800-01,55.1,427.9,1.7543,1.8395,0.0907,0.2727,0.0294,3.0071,3.271
Os03t0804100-00_Os08t0374900-00,Os03t0804100-00,Os08t0374900-00,163.5,454.5,0.1584,2.5723,0.3195,0.0338,0.0088,0.1057,0.0272
Os04t0664800-00_Os04t0413200-01,Os04t0664800-00,Os04t0413200-01,226.4,1486.6,2.573,1.4016,0.0907,0.3689,0.0193,4.0668,6.5441
Os12t0255850-01_Os05t0249500-01,Os12t0255850-01,Os05t0249500-01,95.8,252.2,0.767,1.8418,0.8387,0.2428,0.0355,0.2895,0.0651
Os03t0377100-01_Os04t0228400-01,Os03t0377100-01,Os04t0228400-01,101.0,667.0,1.7382,1.3243,0.1466,0.3281,0.0265,2.2387,0.8915
Os02t0315600-03_Os03t0591300-01,Os02t0315600-03,Os03t0591300-01,86.3,654.7,1.6853,0.8759,0.0584,0.1953,0.0193,3.3431,4.0674
Os01t0971200-01_Os02t0297600-01,Os01t0971200-01,Os02t0297600-01,293.4,906.6,2.1012,2.1226,0.0666,0.1581,0.0144,2.3757,1.7365
Os01t0248900-01_Os10t0439100-00,Os01t0248900-01,Os10t0439100-00,97.6,655.4,1.9947,1.4326,0.0735,0.2524,0.0225,3.4356,4.3205
Os12t0269100-01_Os05t0330600-00,Os12t0269100-01,Os05t0330600-00,121.5,328.5,0.7871,2.2608,0.7717,0.243,0.0311,0.3148,0.0656
Os11t0656100-00_Os08t0384700-01,Os11t0656100-00,Os08t0384700-01,104.8,312.2,0.0363,2.1807,0.5001,0.0097,0.0056,0.0193,0.0137
