pair	dS	dN	t	kappa	omega	dN_SE	dS_SE
OB11G13830.1_OB12G14300.1	0.9225	0.2077	1.2043	2.9559	0.2251	0.0161	0.1287
OB11G13940.1_OB11G13960.1	0.4584	0.1192	0.4715	1.2692	0.2601	0.0267	0.1795
OB11G13980.1_OB11G14010.1	3.4886	0.4431	3.2167	1.8488	0.1270	0.0426	4.4729
OB11G13980.1_OB11G14030.1	3.1897	0.4332	2.4134	1.5067	0.1358	0.0395	3.6810
OB11G13980.1_OB12G14350.1	1.8464	0.3169	1.5490	1.5283	0.1716	0.0315	0.6617
OB11G13980.1_OB12G14370.1	3.1139	0.3459	2.0605	1.4788	0.1111	0.0334	3.5047
OB11G14010.1_OB11G14030.1	1.6557	0.2732	1.6882	2.5578	0.1650	0.0292	0.4006
OB11G14010.1_OB12G14350.1	3.4726	0.4298	3.1140	1.3899	0.1238	0.0412	4.4265
OB11G14030.1_OB12G14350.1	3.1440	0.3428	2.1120	1.4618	0.1090	0.0334	3.5736
OB11G14050.1_OB12G14400.1	1.3917	0.3110	1.6322	1.6664	0.2235	0.0268	0.4970
OB11G14080.1_OB01G47670.1	3.4136	0.2520	1.9450	1.0528	0.0738	0.0224	4.2589
OB11G14090.1_OB12G14460.1	1.0016	0.0733	0.8563	1.1614	0.0732	0.0076	0.1365
OB11G14130.1_OB01G13260.1	1.8076	0.3871	2.1872	1.2394	0.2142	0.0286	0.3410
OB11G14130.1_OB03G11210.1	3.9879	0.4894	3.6420	1.8507	0.1227	0.0330	6.2118
OB11G14130.1_OB04G15200.1	1.8904	0.4253	2.4192	1.5215	0.2250	0.0313	0.3675
OB11G14130.1_OB09G27000.1	3.3483	0.3850	3.1250	0.9325	0.1150	0.0314	2.9157
OB11G14130.1_OB10G24770.1	2.2266	0.4921	2.7126	1.0874	0.2210	0.0359	0.6104
OB11G14200.1_OB12G14500.1	1.4367	0.2289	1.5481	1.4253	0.1593	0.0148	0.3296
OB11G14320.1_OB11G14230.1	1.0766	0.3408	1.5646	1.8129	0.3166	0.0235	0.1764
OB11G14320.1_OB12G14530.1	1.5994	0.3883	2.0339	1.6723	0.2428	0.0259	0.4867
OB11G14350.1_OB12G14560.1	1.8700	0.2072	1.9231	2.2178	0.1108	0.0156	0.6895
OB11G14420.1_OB05G13260.1	3.3165	0.2028	1.6971	1.6206	0.0611	0.0204	4.0765
OB11G14460.1_OB01G36210.1	4.1907	0.4080	2.9193	2.0521	0.0974	0.0208	7.1031
OB11G14460.1_OB03G46070.1	4.0824	0.3638	3.4992	2.4734	0.0891	0.0257	6.6119
OB11G14460.1_OB11G14480.1	1.2424	0.2178	1.0905	2.3244	0.1753	0.0138	0.2890
OB11G14470.1_OB01G28800.1	3.6701	0.3511	2.0505	2.0632	0.0957	0.0209	5.0384
OB11G14470.1_OB01G36210.1	4.0844	0.3746	2.7342	2.2925	0.0917	0.0205	6.6210
OB11G14470.1_OB01G45440.1	4.0397	0.2108	2.1924	2.8522	0.0522	0.0138	6.4279
OB11G14470.1_OB02G10970.1	4.2502	0.3699	3.1989	1.8628	0.0870	0.0207	7.3882
OB11G14470.1_OB02G41190.1	4.4322	0.4807	4.2005	1.3023	0.1085	0.0262	8.3356
OB11G14470.1_OB03G22450.1	3.0719	0.2124	1.4799	2.1835	0.0691	0.0136	2.1038
OB11G14470.1_OB03G22480.1	1.9850	0.2202	1.2758	2.4768	0.1109	0.0139	0.5495
OB11G14470.1_OB03G46070.1	4.1175	0.3050	3.5022	2.3909	0.0741	0.0228	6.7674
OB11G14470.1_OB05G21840.1	3.8191	0.3293	2.0435	2.0301	0.0862	0.0181	5.5574
OB11G14470.1_OB09G21470.1	4.3758	0.5039	4.0235	1.4696	0.1152	0.0270	8.0295
OB11G14470.1_OB11G14460.1	1.7322	0.1599	0.9540	3.5357	0.0923	0.0115	0.6256
OB11G14470.1_OB11G14480.1	0.3065	0.0907	0.3548	3.1733	0.2959	0.0085	0.0483
OB11G14470.1_OB11G14490.1	0.3122	0.0601	0.2752	2.1654	0.1925	0.0074	0.0554
OB11G14470.1_OB12G16680.1	4.3910	0.5025	4.1016	1.8462	0.1144	0.0271	8.1110
OB11G14480.1_OB01G36210.1	4.2031	0.4387	3.1446	2.0688	0.1044	0.0228	7.1615
OB11G14480.1_OB03G46070.1	4.0713	0.2943	3.3987	2.0860	0.0723	0.0226	6.5639
OB11G14490.1_OB01G36210.1	3.9527	0.4150	2.8086	1.9140	0.1050	0.0244	6.0694
OB11G14490.1_OB03G46070.1	4.0697	0.3369	3.5357	2.3390	0.0828	0.0252	6.5567
OB11G14490.1_OB05G21840.1	3.6572	0.3539	2.0375	1.7986	0.0968	0.0210	4.9960
OB11G14490.1_OB11G14460.1	1.4495	0.1848	0.9583	2.8712	0.1275	0.0138	0.3736
OB11G14490.1_OB11G14480.1	0.3221	0.1110	0.4202	2.2898	0.3446	0.0106	0.0553
OB11G14610.1_OB01G47620.1	1.4058	0.3684	1.9765	1.3109	0.2621	0.0268	0.2172
OB11G14610.1_OB01G48220.1	0.9589	0.1821	1.2072	2.1091	0.1899	0.0171	0.1188
OB11G14610.1_OB02G25310.1	1.7474	0.3928	2.2407	1.5099	0.2248	0.0287	0.2978
OB11G14610.1_OB04G37910.1	1.7054	0.2410	1.9567	1.7760	0.1413	0.0203	0.4328
OB11G14610.1_OB05G24980.1	1.1881	0.1977	1.4270	1.9524	0.1664	0.0181	0.1761
OB11G14610.1_OB05G25430.1	1.5783	0.3780	2.1325	1.6502	0.2395	0.0274	0.3300
OB11G14790.1_OB11G14800.1	0.7080	0.3149	1.2473	1.7975	0.4447	0.0221	0.0858
OB11G14820.1_OB08G28080.1	0.5517	0.2974	1.0813	1.8522	0.5390	0.0215	0.0649
OB11G14820.1_OB11G14830.1	0.0736	0.0755	0.2250	2.0135	1.0256	0.0097	0.0162
OB11G14820.1_OB11G14850.1	0.2493	0.1463	0.5158	2.2778	0.5869	0.0141	0.0344
OB11G14830.1_OB08G28080.1	0.5634	0.2977	1.0913	2.0217	0.5285	0.0214	0.0665
OB11G14850.1_OB08G28080.1	0.5668	0.2552	0.9885	2.3892	0.4501	0.0196	0.0672
OB11G14850.1_OB11G14830.1	0.2801	0.1401	0.5251	2.2617	0.5003	0.0136	0.0371
OB11G14860.1_OB12G24340.1	2.1653	0.4304	2.4441	1.1397	0.1988	0.0219	0.4005
OB11G14880.1_OB04G20600.1	1.5433	0.3754	2.0298	2.2367	0.2432	0.0214	0.1784
OB11G14930.1_OB11G14940.1	0.7251	0.1832	1.0306	4.6825	0.2526	0.0177	0.0955
OB11G14930.1_OB12G14990.1	1.5762	0.3232	1.9651	1.8885	0.2051	0.0247	0.4055
OB11G15040.1_OB12G15090.1	1.3350	0.1930	0.9139	1.7371	0.1445	0.0163	0.2929
OB11G15060.1_OB11G15050.1	0.3334	0.1047	0.4519	1.7516	0.3139	0.0237	0.1025
OB11G15090.1_OB10G12220.1	2.3773	0.3623	2.2270	2.1554	0.1524	0.0243	1.9467
OB11G15090.1_OB11G15070.1	1.9419	0.0908	1.4324	2.8718	0.0468	0.0106	0.9698
OB11G15100.1_OB11G15210.1	1.4250	0.4797	2.1595	1.8166	0.3366	0.0166	0.1847
OB11G15120.1_OB11G15100.1	1.1944	0.4177	1.8640	2.3311	0.3497	0.0154	0.1237
OB11G15120.1_OB11G15130.1	1.0762	0.4018	1.7380	2.1908	0.3734	0.0149	0.0993
OB11G15120.1_OB11G15210.1	1.0325	0.3664	1.6134	2.1518	0.3549	0.0140	0.0922
OB11G15120.1_OB11G15230.1	1.1026	0.4082	1.7713	2.2295	0.3702	0.0150	0.1063
OB11G15130.1_OB11G15100.1	0.4868	0.2456	0.9315	2.4122	0.5045	0.0107	0.0322
OB11G15130.1_OB11G15210.1	1.0980	0.4331	1.8113	1.8884	0.3945	0.0159	0.1040
OB11G15130.1_OB11G15230.1	0.4789	0.2117	0.8516	2.4466	0.4420	0.0097	0.0324
OB11G15140.1_OB11G15250.1	0.4712	0.2222	0.8434	1.8873	0.4717	0.0137	0.0468
OB11G15230.1_OB11G15100.1	0.5186	0.2611	0.9870	2.2862	0.5035	0.0106	0.0334
OB11G15230.1_OB11G15210.1	1.5469	0.4560	2.1782	1.6091	0.2948	0.0159	0.2387
OB11G15440.1_OB12G15240.1	1.7413	0.1334	1.4497	2.7488	0.0766	0.0099	0.5469
OB11G15450.1_OB12G15180.1	0.8111	0.2364	1.1702	2.1734	0.2915	0.0219	0.1110
OB11G15650.1_OB11G15820.1	0.7663	0.3114	1.2929	2.1447	0.4063	0.0150	0.0662
OB11G15650.1_OB11G15880.1	0.9477	0.3652	1.5706	2.2757	0.3854	0.0169	0.0871
OB11G15700.1_OB01G28350.1	0.4297	0.1665	0.7292	4.5552	0.3873	0.0352	0.1207
OB11G15700.1_OB02G23720.1	0.2081	0.1752	0.5535	4.0387	0.8419	0.0352	0.0662
OB11G15700.1_OB12G16590.1	0.1996	0.1622	0.5213	6.1937	0.8128	0.0355	0.0630
OB11G15820.1_OB11G15880.1	1.1360	0.4623	1.9418	2.4363	0.4070	0.0200	0.1169
OB11G15840.1_OB11G15920.1	0.8058	0.2458	1.1733	2.1900	0.3050	0.0133	0.0771
OB11G15840.1_OB11G15930.1	0.8582	0.2870	1.3217	2.4680	0.3344	0.0149	0.0812
OB11G15930.1_OB11G15920.1	0.6759	0.1974	0.9757	2.2414	0.2921	0.0111	0.0582
OB11G16000.1_OB01G47990.1	4.8451	0.3708	4.1067	1.3771	0.0765	0.0158	10.9640
OB11G16020.1_OB12G15350.1	0.9305	0.1424	1.0802	2.4081	0.1531	0.0122	0.1118
OB11G16210.1_OB12G15410.1	1.0022	0.1611	1.1445	2.6320	0.1608	0.0153	0.1573
OB11G16220.1_OB12G15420.1	1.3043	0.2211	1.0420	1.0192	0.1695	0.0297	1.0852
OB11G16280.1_OB07G18870.1	3.3728	0.4269	3.2214	1.4170	0.1266	0.0179	1.5958
OB11G16280.1_OB08G10930.1	4.8330	0.3707	4.5265	1.8448	0.0767	0.0174	10.8766
OB11G16280.1_OB10G20240.1	4.8229	0.4523	4.2268	1.2885	0.0938	0.0184	10.8039
OB11G16410.1_OB11G26970.1	1.1477	0.3313	1.5973	2.5025	0.2887	0.0147	0.1396
OB11G16410.1_OB11G27020.1	1.4583	0.3591	1.8801	2.4388	0.2462	0.0155	0.2685
OB11G16420.1_OB12G15550.1	1.0563	0.2164	1.2679	3.1907	0.2049	0.0104	0.1122
OB11G16440.1_OB05G14070.1	3.6971	0.3195	2.8731	1.0903	0.0864	0.0277	5.1287
OB11G16440.1_OB05G24700.1	1.8086	0.1819	1.7726	2.2580	0.1006	0.0206	0.3906
OB11G16600.1_OB03G39440.1	0.5832	0.0082	0.3511	2.2628	0.0141	0.0028	0.0739
OB11G16600.1_OB03G39650.1	0.8545	0.0318	0.5060	1.0549	0.0372	0.0054	0.1231
OB11G16650.1_OB12G15980.1	1.5365	0.2291	1.5222	1.0567	0.1491	0.0194	0.2536
OB11G16710.1_OB01G48820.1	3.3285	0.3905	2.1025	1.6599	0.1173	0.0291	4.0288
OB11G16740.1_OB10G11850.1	0.2838	0.0918	0.4236	1.8328	0.3232	0.0099	0.0340
OB11G16740.1_OB12G12470.1	2.6014	0.4808	2.9584	1.4303	0.1848	0.0285	0.7939
OB11G16770.1_OB11G16750.1	0.9632	0.3340	1.5107	2.2322	0.3468	0.0195	0.1149
OB11G16770.1_OB11G16820.1	0.3667	0.1691	0.6739	3.1606	0.4612	0.0127	0.0371
OB11G16820.1_OB11G16750.1	0.8788	0.3136	1.4093	2.3291	0.3568	0.0189	0.0959
OB11G16840.1_OB12G16050.1	4.0255	0.2675	3.1434	2.4650	0.0664	0.0210	6.3680
OB11G16870.1_OB11G16970.1	0.1004	0.0508	0.1860	1.6117	0.5060	0.0079	0.0214
OB11G16870.1_OB11G16990.1	1.8558	0.2867	1.9890	2.4360	0.1545	0.0213	0.9406
OB11G16920.1_OB11G16980.1	0.9925	0.2615	1.3445	3.5920	0.2635	0.0299	0.2576
OB11G16990.1_OB11G16970.1	1.1898	0.3354	1.6359	2.4096	0.2819	0.0231	0.2350
OB11G17030.1_OB04G10860.1	1.7565	0.3688	2.2052	1.5494	0.2100	0.0187	0.2040
OB11G17030.1_OB04G10880.1	1.4977	0.3600	2.0050	1.9043	0.2403	0.0182	0.1435
OB11G17350.1_OB11G17430.1	0.0957	0.0683	0.2255	1.8463	0.7138	0.0066	0.0140
OB11G17390.1_OB02G12640.1	4.3301	0.3076	3.4899	1.3993	0.0710	0.0190	7.7899
OB11G17390.1_OB05G33530.1	4.3558	0.2746	3.4668	1.3120	0.0630	0.0175	7.9239
OB11G17390.1_OB05G34340.1	4.3294	0.2690	3.4378	1.4355	0.0621	0.0176	7.7863
OB11G17390.1_OB05G34740.1	4.3697	0.2681	3.4893	1.2621	0.0614	0.0172	7.9970
OB11G17390.1_OB06G22370.1	4.3725	0.3080	3.5897	1.7381	0.0704	0.0188	8.0121
OB11G17390.1_OB06G34690.1	4.3608	0.2893	3.5326	1.3182	0.0663	0.0181	7.9500
OB11G17670.1_OB11G17680.1	0.4771	0.2114	0.8526	2.5387	0.4430	0.0181	0.0581
OB11G17690.1_OB02G34210.1	2.8711	0.2680	2.5672	1.2421	0.0934	0.0271	6.1632
OB11G17690.1_OB03G27440.1	2.3841	0.3351	2.3406	0.9922	0.1405	0.0351	1.0289
OB11G17690.1_OB04G37060.1	2.6748	0.2952	2.6251	1.6148	0.1104	0.0324	5.5536
OB11G17780.1_OB06G23200.1	1.4384	0.3681	1.8434	1.3263	0.2559	0.0180	0.1450
OB11G17900.1_OB12G16220.1	2.9194	0.2314	1.7707	1.7486	0.0793	0.0245	4.3975
OB11G18040.1_OB11G18070.1	1.9831	0.1913	1.3697	1.7064	0.0965	0.0194	0.9703
OB11G18060.1_OB09G13230.1	0.5572	0.2183	0.8842	1.9730	0.3919	0.0275	0.1202
OB11G18120.1_OB11G18140.1	0.7511	0.3154	1.2869	3.2112	0.4200	0.0293	0.1329
OB11G18160.1_OB01G49450.1	1.8262	0.3064	2.0775	1.8879	0.1678	0.0214	0.2962
OB11G18240.1_OB07G20600.1	1.0668	0.3334	1.5119	1.6316	0.3125	0.0234	0.1537
OB11G18240.1_OB07G20610.1	1.0739	0.3288	1.5240	1.8734	0.3061	0.0253	0.1669
OB11G18240.1_OB11G18290.1	1.0649	0.2517	1.2379	1.7436	0.2364	0.0193	0.1514
OB11G18240.1_OB11G18300.1	1.2013	0.2912	1.4523	1.6220	0.2424	0.0215	0.1701
OB11G18290.1_OB07G20600.1	1.5411	0.2648	1.5382	1.3484	0.1718	0.0198	0.4302
OB11G18290.1_OB07G20610.1	1.2948	0.2470	1.3625	1.3988	0.1908	0.0202	0.2648
OB11G18300.1_OB07G20600.1	1.2307	0.3020	1.4868	1.7164	0.2454	0.0220	0.2118
OB11G18300.1_OB07G20610.1	1.0535	0.3064	1.3983	1.7325	0.2908	0.0237	0.1590
OB11G18300.1_OB11G18290.1	1.0536	0.1357	0.9204	1.9101	0.1288	0.0132	0.1727
OB11G18330.1_OB11G15340.1	2.2025	0.2614	1.6887	1.8293	0.1187	0.0268	1.3764
OB11G18410.1_OB08G17500.1	0.6199	0.2358	0.9153	1.8031	0.3804	0.0335	0.1971
OB11G18440.1_OB05G25550.1	1.8011	0.1219	1.4323	1.5820	0.0677	0.0074	0.1965
OB11G18440.1_OB10G18860.1	4.9714	0.3714	4.7161	1.8000	0.0747	0.0162	11.9248
OB11G18800.1_OB03G40000.1	1.8979	0.4859	2.4695	1.1611	0.2560	0.0280	0.3164
OB11G18800.1_OB03G40030.1	1.6804	0.4585	2.3008	1.9714	0.2729	0.0316	0.2730
OB11G18800.1_OB03G40060.1	4.3558	0.5173	4.3354	1.1956	0.1188	0.0299	7.9236
OB11G18950.1_OB11G19050.1	1.4579	0.2198	1.3733	2.1817	0.1507	0.0306	0.7307
OB11G18990.1_OB01G46130.1	2.3757	0.2704	1.8691	1.7346	0.1138	0.0160	0.7188
OB11G18990.1_OB07G10130.1	2.6289	0.3316	2.0278	1.2222	0.1261	0.0196	1.0036
OB11G18990.1_OB12G16860.1	1.7536	0.2463	1.4185	1.5595	0.1405	0.0156	0.3193
OB11G18990.1_OB12G16870.1	1.9576	0.2314	1.4519	1.8435	0.1182	0.0146	0.4168
OB11G19010.1_OB11G19020.1	-0.0000	-0.0000	-0.0000	4.6000	99.0000	0.0000	0.0000
OB11G19080.1_OB03G40000.1	1.7261	0.4855	2.3880	1.5360	0.2812	0.0292	0.2577
OB11G19080.1_OB03G40030.1	1.4345	0.4852	2.1839	2.1380	0.3382	0.0344	0.2069
OB11G19080.1_OB03G40060.1	2.2795	0.5790	3.0248	1.5012	0.2540	0.0344	0.5249
OB11G19080.1_OB11G18800.1	0.9381	0.3496	1.4750	1.6159	0.3727	0.0227	0.1275
OB11G19080.1_OB11G19130.1	1.1713	0.3551	1.6422	2.0490	0.3032	0.0245	0.2076
OB11G19130.1_OB03G40000.1	2.1077	0.4373	2.5340	1.5546	0.2075	0.0287	0.4527
OB11G19130.1_OB03G40030.1	3.4022	0.4656	3.6458	2.0157	0.1368	0.0368	2.8670
OB11G19130.1_OB03G40060.1	4.2337	0.5432	4.4283	1.5473	0.1283	0.0348	7.3083
OB11G19130.1_OB11G18800.1	0.9218	0.2524	1.1968	1.5668	0.2738	0.0193	0.1361
OB11G19140.1_OB03G40000.1	1.5976	0.4127	2.1458	1.8525	0.2583	0.0252	0.2113
OB11G19140.1_OB03G40030.1	1.6282	0.4003	2.1945	2.8139	0.2459	0.0293	0.2470
OB11G19140.1_OB03G40060.1	3.3123	0.4510	3.5985	1.8459	0.1362	0.0274	1.9239
OB11G19140.1_OB11G18800.1	0.6814	0.2442	1.0528	2.1214	0.3583	0.0175	0.0753
OB11G19140.1_OB11G19080.1	0.9674	0.2862	1.3425	1.6872	0.2959	0.0198	0.1368
OB11G19140.1_OB11G19130.1	0.7317	0.1914	0.9254	2.0471	0.2616	0.0162	0.0947
OB11G19140.1_OB11G19150.1	0.1818	0.0512	0.2500	2.4083	0.2815	0.0072	0.0257
OB11G19150.1_OB03G40000.1	1.7261	0.4152	2.2630	1.9638	0.2406	0.0253	0.2460
OB11G19150.1_OB03G40030.1	2.0797	0.3886	2.4907	2.3118	0.1868	0.0282	0.4435
OB11G19150.1_OB03G40060.1	4.3734	0.4419	4.2636	1.4882	0.1010	0.0266	8.0166
OB11G19150.1_OB11G18800.1	0.6816	0.2493	1.0652	2.0561	0.3658	0.0177	0.0738
OB11G19150.1_OB11G19080.1	0.8614	0.2900	1.2760	1.5817	0.3367	0.0199	0.1075
OB11G19150.1_OB11G19130.1	0.6539	0.1985	0.8963	2.0191	0.3035	0.0165	0.0814
OB11G19190.1_OB03G40000.1	1.8740	0.4274	2.3192	1.3481	0.2281	0.0252	0.3060
OB11G19190.1_OB03G40030.1	2.1916	0.4151	2.5429	1.7720	0.1894	0.0291	0.5306
OB11G19190.1_OB03G40060.1	1.8493	0.5637	2.7525	2.9163	0.3048	0.0327	0.2794
OB11G19190.1_OB11G18800.1	0.6702	0.2697	1.0921	1.7747	0.4024	0.0185	0.0774
OB11G19190.1_OB11G19080.1	0.8338	0.3607	1.4252	1.8435	0.4326	0.0233	0.1063
OB11G19190.1_OB11G19130.1	0.8181	0.2634	1.1663	2.4079	0.3220	0.0199	0.1225
OB11G19190.1_OB11G19140.1	0.7493	0.2274	1.0486	1.9128	0.3035	0.0165	0.0863
OB11G19190.1_OB11G19150.1	0.7127	0.2401	1.0508	1.8306	0.3368	0.0170	0.0810
OB11G19250.1_OB02G44610.1	3.2339	0.4627	3.4901	1.4261	0.1431	0.0256	6.6055
OB11G19310.1_OB08G28470.1	0.3591	0.1174	0.5393	2.0611	0.3269	0.0133	0.0485
OB11G19370.1_OB11G19200.1	0.2350	0.1292	0.4752	2.2868	0.5499	0.0121	0.0286
OB11G19370.1_OB11G19430.1	0.7924	0.3335	1.3805	1.9373	0.4208	0.0187	0.0725
OB11G19430.1_OB11G19200.1	0.8167	0.2737	1.2798	2.1410	0.3351	0.0192	0.0893
OB11G19550.1_OB12G11490.1	1.1443	0.2317	1.3995	1.7246	0.2025	0.0192	0.1882
OB11G19560.1_OB01G36570.1	1.5230	0.4837	2.2969	2.0184	0.3176	0.0187	0.1216
OB11G19560.1_OB11G27560.1	1.6352	0.4006	2.2123	2.0489	0.2450	0.0162	0.2902
OB11G19560.1_OB11G27630.1	1.4239	0.3432	1.8926	1.7486	0.2410	0.0143	0.1891
OB11G19800.1_OB03G22220.1	1.2714	0.2873	1.6619	2.0081	0.2260	0.0185	0.1281
OB11G19840.1_OB11G19880.1	0.5805	0.2607	1.0325	2.6511	0.4491	0.0426	0.1497
OB11G19910.1_OB11G19900.1	1.6586	0.1626	0.9996	2.1204	0.0980	0.0238	0.7611
OB11G19910.1_OB11G19920.1	1.6366	0.1705	1.0854	2.2918	0.1042	0.0231	1.5798
OB11G19920.1_OB11G19900.1	0.7735	0.0899	0.4625	1.9552	0.1162	0.0168	0.3286
OB11G20100.1_OB11G26250.1	-0.0000	-0.0000	-0.0000	4.6000	99.0000	0.0000	0.0000
OB11G20100.1_OB11G26270.1	-0.0000	-0.0000	-0.0000	4.6000	99.0000	0.0000	0.0000
OB11G20330.1_OB05G12620.1	1.9493	0.3599	2.2883	2.8192	0.1846	0.0241	0.3464
OB11G20330.1_OB08G10490.1	1.5908	0.4138	2.1115	2.4832	0.2601	0.0288	0.2418
OB11G20330.1_OB08G10530.1	1.8584	0.4279	2.3736	3.0576	0.2303	0.0329	0.3686
OB11G20330.1_OB08G10550.1	1.6443	0.3628	1.9794	2.2469	0.2206	0.0237	0.4263
OB11G20330.1_OB08G10560.1	1.7716	0.3861	2.2452	3.0512	0.2179	0.0256	0.2722
OB11G20330.1_OB08G10570.1	1.8816	0.3926	2.1539	2.0148	0.2086	0.0249	0.3433
OB11G20330.1_OB08G10580.1	1.6172	0.3714	1.9118	2.1430	0.2297	0.0255	0.2656
OB11G20450.1_OB04G31870.1	1.6775	0.3922	2.1415	1.9092	0.2338	0.0205	0.2007
OB11G20450.1_OB11G20470.1	0.4437	0.1468	0.6692	2.5156	0.3309	0.0114	0.0444
OB11G20450.1_OB11G20520.1	0.4227	0.1604	0.6795	2.2837	0.3794	0.0115	0.0404
OB11G20470.1_OB04G31870.1	1.3880	0.4470	2.0700	2.1109	0.3220	0.0215	0.1296
OB11G20470.1_OB11G20520.1	0.1482	0.0601	0.2503	2.5011	0.4058	0.0067	0.0188
OB11G20520.1_OB04G31870.1	1.2431	0.4103	1.8866	2.1689	0.3301	0.0202	0.1075
OB11G20590.1_OB11G28000.1	1.3197	0.3758	1.8644	1.9815	0.2848	0.0161	0.1730
OB11G20640.1_OB12G18830.1	1.2657	0.0966	1.1254	2.1642	0.0763	0.0110	0.2794
OB11G20680.1_OB12G19010.1	1.0222	0.0814	0.9573	2.2259	0.0796	0.0069	0.1115
OB11G20740.1_OB12G19340.1	0.8026	0.3136	1.3405	1.6889	0.3907	0.0344	0.1329
OB11G20750.1_OB04G27520.1	2.7049	0.3380	2.7127	1.6239	0.1250	0.0311	1.2963
OB11G21280.1_OB09G18800.1	2.3630	0.3080	2.0036	1.1353	0.1303	0.0359	2.6906
OB11G21410.1_OB08G28510.1	4.6357	0.4173	2.7670	1.3177	0.0900	0.0289	20.1748
OB11G21490.1_OB01G21460.1	1.4840	0.5549	2.4147	1.9731	0.3739	0.0549	0.3033
OB11G21490.1_OB03G31640.1	1.3833	0.6168	2.5577	7.2107	0.4459	0.0559	0.3115
OB11G21490.1_OB05G28660.1	2.4215	0.5740	3.1338	1.6627	0.2370	0.0535	0.9799
OB11G21510.1_OB11G21500.1	0.4860	0.2585	0.9619	1.6594	0.5320	0.0250	0.0697
OB11G21510.1_OB11G21530.1	0.2477	0.1879	0.6127	1.6992	0.7584	0.0205	0.0410
OB11G21530.1_OB11G21500.1	0.5140	0.2961	1.0710	1.5953	0.5760	0.0275	0.0713
OB11G21680.1_OB02G20470.1	0.5736	0.3344	1.2515	6.9938	0.5829	0.0416	0.0989
OB11G21910.1_OB12G20020.1	1.0302	0.1885	1.1707	2.0609	0.1830	0.0117	0.1168
OB11G21930.1_OB11G21940.1	0.2439	0.1139	0.4454	2.8910	0.4669	0.0066	0.0180
OB11G22060.1_OB12G20030.1	0.7123	0.1239	0.7990	2.1227	0.1740	0.0112	0.0852
OB11G22120.1_OB07G21240.1	2.4243	0.2842	1.6394	1.8033	0.1172	0.0195	0.9523
OB11G22120.1_OB07G21250.1	2.5165	0.2845	1.6780	1.8033	0.1130	0.0195	1.0702
OB11G22120.1_OB07G21280.1	3.4067	0.2872	1.9711	1.9808	0.0843	0.0212	3.7926
OB11G22120.1_OB10G12590.1	1.8240	0.3712	2.1135	2.3711	0.2035	0.0252	0.3246
OB11G22120.1_OB10G12980.1	3.7661	0.4319	3.7603	2.2631	0.1147	0.0338	4.6267
OB11G22120.1_OB10G12990.1	4.1951	0.3822	3.8212	1.9783	0.0911	0.0258	7.1237
OB11G22120.1_OB10G13010.1	3.0381	0.4085	3.0878	1.9334	0.1345	0.0272	1.5318
OB11G22120.1_OB11G22110.1	1.8069	0.2374	1.3496	2.4261	0.1314	0.0191	0.7307
OB11G22190.1_OB08G20370.1	0.0091	0.0072	0.0232	3.0109	0.7949	0.0021	0.0040
OB11G22190.1_OB08G28770.1	2.1252	0.4048	2.5556	2.2965	0.1905	0.0174	0.7106
OB11G22280.1_OB01G45130.1	4.3314	0.3189	2.7749	1.2974	0.0736	0.0158	7.7966
OB11G22280.1_OB05G31080.1	4.6016	0.3071	3.7394	1.9672	0.0667	0.0161	9.3271
OB11G22280.1_OB08G24260.1	4.3711	0.3776	3.0709	1.4811	0.0864	0.0180	8.0045
OB11G22310.1_OB08G16770.1	99.0000	0.3573	15.2811	1.6446	0.0036	0.0302	0.0000
OB11G22310.1_OB08G16780.1	3.0070	0.4032	1.8074	1.3322	0.1341	0.0308	3.2708
OB11G22360.1_OB11G22370.1	1.0563	0.3305	1.4865	1.9745	0.3129	0.0240	0.1685
OB11G22430.1_OB12G20080.1	1.3216	0.1730	0.9295	0.9449	0.1309	0.0160	0.6321
OB11G22590.1_OB03G21500.1	2.9653	0.3346	1.9431	1.3024	0.1128	0.0354	3.1841
OB11G22610.1_OB02G29370.1	3.8514	0.1307	2.8328	1.5162	0.0339	0.0157	5.6768
OB11G22710.1_OB03G20080.1	3.7975	0.1847	2.7097	1.7298	0.0486	0.0188	5.4788
OB11G22710.1_OB10G10690.1	2.5668	0.2533	2.1349	1.7802	0.0987	0.0206	0.9808
OB11G22710.1_OB11G22720.1	1.6205	0.2297	1.2581	2.1635	0.1417	0.0229	0.8587
OB11G22870.1_OB03G16950.1	3.7485	0.3397	3.1198	1.3162	0.0906	0.0434	7.8411
OB11G22870.1_OB03G37750.1	1.8604	0.5300	2.3755	0.8745	0.2849	0.0564	0.6348
OB11G22870.1_OB07G25900.1	1.8118	0.4454	2.2014	1.5115	0.2459	0.0531	0.6215
OB11G22870.1_OB11G23420.1	1.4135	0.0451	0.9635	1.4775	0.0319	0.0137	0.8972
OB11G22900.1_OB02G22070.1	2.1169	0.2926	2.3390	2.3006	0.1382	0.0218	1.2044
OB11G22900.1_OB06G22130.1	1.9316	0.3070	2.1975	1.7630	0.1589	0.0225	0.7189
OB11G23190.1_OB12G20300.1	0.9740	0.0994	0.9838	2.6320	0.1020	0.0185	0.2849
OB11G23220.1_OB11G23240.1	0.8868	0.2752	1.3368	2.1339	0.3103	0.0129	0.0721
OB11G23220.1_OB11G23270.1	0.8558	0.2771	1.2977	2.0091	0.3238	0.0129	0.0677
